,title,title_label
1254,다올투자증권 카카오 자회사 지분가치 할인 지속목표주가 만,0
1255,다올투자 카카오 목표주가 만만 원,0
1256,카카오 목표주가 만원대 리포트 나왔다개미들 눈물만 뚝뚝,1
1257,카카오 분기 실적 컨센서스 하회 예상목표가한화,0
1258,클릭 종목카카오페이  폭락 여파카카오 목표가 줄하향,0
1259,억원 손실 부부싸움까지 했어요 만원만 카카오 말이 돼,0
1260,라이언 외 노란 메기 없어진 카뱅카페 카카오 직원도 부글부글,0
1261, 성장주에 무슨 일이네이버카카오 와르르,0
1262,네이버카카오 시총 올들어 조원 증발주가 하락 지속될 수도,0
1263,올해 들어 시총 조원 날아간 네이버카카오어디까지 밀리나,1
1264,시총 조 날아갔다네이버카카오 추락에 개미 피눈물,0
1265,카카오손보 영업개시 임박어떤 보험 상품 나올까,0
1266,네이버카카오 작년 각 조원대 내부거래년새 쑥 늘었네,1
1267,대리기사와 상생 카카오 첫 단체교섭 합의,1
1268, 국감 국감 데뷔한 남궁훈홍은택 카카오 상생 노력하겠다,0
1269,시총 조 날아갔다네이버카카오 추락에 개미 피눈물,0
1270,카카오손보 영업개시 임박어떤 보험 상품 나올까,0
1271,네이버카카오 작년 각 조원대 내부거래년새 쑥 늘었네,1
1272,대리기사와 상생 카카오 첫 단체교섭 합의,1
1273, 국감 국감 데뷔한 남궁훈홍은택 카카오 상생 노력하겠다,0
1274,카카오 카톡 모바일 상품권 스타벅스부터 잔액 적립 적용,0
1275,카카오 형제 대폭락의 날분의 토막에 개미들 비명,0
1276,카카오의 배신에 믿고 투자한 개미들 비명,0
1277,카카오 또 무너지네 그룹주 모조리 신저가반토막 목표가도 등장,1
1278,성장 없는 성장주카카오 검은 금요일,0
1279,코스피 마감 외인 거래일 연속 사자에도 하락카카오 ,0
1280,카카오 되는 게 없네카카오게임즈도 실적부진에 목표가 하향,0
1281,카카오 되는 게 없네카카오게임즈도 실적부진에 목표가 하향,0
1282,카카오 춘식이가 티머니카드로전국이마트에서 구매가능,0
1283,특징주카카오 주 신저가 경신 대,0
1284,카카오 또 무너지네 그룹주 모조리 신저가반토막 목표가도 등장,1
1285,포성에 산다 개미 카카오 저가매수 웃을 수 있을까,1
1286,카카오모빌리티 가맹기사 위한 세무지원 등 협의중국감,0
1287,국감서 카카오 가맹수수료 구조 지적지원방식 협의 중,0
1288, 국감복잡한 카카오 가맹수수료 거래구조 몸집 부풀리기,1
1289,카카오대리기사 노조 단체교섭 잠정 합의,0
1290,카카오모빌리티 플랫폼 최초 대리운전노조와 단체교섭 합의안 도출,1
1291,디시인사이드 카카오 손 잡고 메타버스 재탄생하나,0
1292,최초 기록 카카오 보험 등장한다노란 메기 시장 판 흔들까,0
1293,카카오 매출 컨센서스 밑돌지만 이익 성장률은 회복세현대차증권,1
1294,카카오 분기 실적 시장 추정치 밑돌 전망목표가,1
1295,현대차증권 카카오 매출 성장 둔화에도 이익 성장률 개선 점진적 ,1
1296,카카오 목표가 만원으로 내리지만하반기 콘텐츠 성과가 주가 반등,0
1297,카카오 목표가 내리지만 이익 성장률 회복세현대차,1
1298,카카오  매출 성장 둔화목표가 만만원 현대차,1
1299,카카오 영업이익 성장률 회복연말 주가 반등 현대차,1
1300,디시인사이드 카카오 손 잡고 메타버스 재탄생하나,0
1301,최초 기록 카카오 보험 등장한다노란 메기 시장 판 흔들까,0
1302,카카오 매출 컨센서스 밑돌지만 이익 성장률은 회복세현대차증권,1
1303,카카오 분기 실적 시장 추정치 밑돌 전망목표가,1
1304,현대차증권 카카오 매출 성장 둔화에도 이익 성장률 개선 점진적 ,1
1305,카카오 목표가 만원으로 내리지만하반기 콘텐츠 성과가 주가 반등,0
1306,카카오 목표가 내리지만 이익 성장률 회복세현대차,1
1307,카카오  매출 성장 둔화목표가 만만원 현대차,1
1308,카카오 영업이익 성장률 회복연말 주가 반등 현대차,1
1309,카카오엔터가천대 빅데이터 인재양성 나서,1
1310,카카오엔터프라이즈 가천대와  및 빅데이터 인재 양성,1
1311,카카오엔터프라이즈 가천대학교와 빅데이터 전문인재 양성,0
1312,머리띠 두른 보험설계사들 네이버카카오 보험 진출 안돼,0
1313,머리띠 두르고 광화문 메운 보험설계사들 네이버카카오 보험 진출 막아,0
1314,네이버카카오가 보험설계사 밥줄 끊는다 업계 갈등 최고조,1
1315,시그널 카카오 문어발식 자회사 상장 논란 재점화,0
1316,본격 사용 첫날부터 오류라니카카오워크도 나란히 먹통,0
1317,또 발생한 카톡 오류카카오 긴급 점검 중,0
1318,웨이브에서도 카카오 오리지널 콘텐츠 볼 수 있다,1
1319,머리띠 두른 보험설계사들 네이버카카오 보험 진출 안돼,0
1320,머리띠 두르고 광화문 메운 보험설계사들 네이버카카오 보험 진출 막아,0
1321,네이버카카오가 보험설계사 밥줄 끊는다 업계 갈등 최고조,1
1322,시그널 카카오 문어발식 자회사 상장 논란 재점화,0
1323,카카오엔터프라이즈 가천대와  및 빅데이터 인재 양성,1
1324,카카오엔터프라이즈 가천대학교와 빅데이터 전문인재 양성,0
1325,본격 사용 첫날부터 오류라니카카오워크도 나란히 먹통,0
1326,또 발생한 카톡 오류카카오 긴급 점검 중,0
1327,웨이브에서도 카카오 오리지널 콘텐츠 볼 수 있다,1
1328,상보카톡 먹통에 카카오 긴급 점검 중,0
1329,카카오톡 저만 안 되나요 카카오 왜 이러나 또 먹통,0
1330,폭락장에 이재용 재산  증발카카오 김범수는 반토막,0
1331,재벌도 못 피해간 폭락장카카오 김범수 주식재산 반토막,0
1332,남궁훈 카카오 각자대표 오는 일 공정위 국감 출석 밝혀,1
1333,카카오톡 저만 안 되나요 카카오 왜 이러나 또 먹통,0
1334,폭락장에 이재용 재산  증발카카오 김범수는 반토막,0
1335,재벌도 못 피해간 폭락장카카오 김범수 주식재산 반토막,0
1336,남궁훈 카카오 각자대표 오는 일 공정위 국감 출석 밝혀,1
1337,단독년째 표류하는 카카오헤어샵 처리투자자 김범수 나서달라,0
1338,코스피코스닥 연중 최저하이닉스카카오는 거래일 만에 ,0
1339,특징주 네이버카카오 바닥이 어디주 신저가 경신,0
1340,특징주나스닥 급락에네이버카카오 주 신저가 경신,0
1341,카카오엔터프라이즈 회원사간 물류 상생 모델 구축,0
1342,손보 업계 최초 카카오내비 통해 안전운전 할인 특약 선봬,1
1343,카카오 경기침체로 하반기 성장 둔화목표가 삼성,0
1344,카카오 카카오 클래스 년 성과 연구 발표,0
1345,카카오클래스 듣고 가게 매출 올랐어요,0
1346,카카오 디지털 전환 교육으로 소상공인 매출 배 성장,0
1347,카카오 경기침체로 하반기 성장 둔화목표가 삼성,0
1348,카카오 카카오 클래스 년 성과 연구 발표,0
1349,카카오클래스 듣고 가게 매출 올랐어요,0
1350,카카오 디지털 전환 교육으로 소상공인 매출 배 성장,0
1351,물적분할의 저주 카카오 주주의 절규일 신저가 대기록,0
1352,삼성전자네이버카카오 우리도 뛰겠다,1
1353,간편결제 위 도전오프라인 힘주는 카카오,0
1354,카카오 수수료 정책 개선 카카오모빌리티 국감 증인대에,0
1355,억불 교환사채 풋옵션 행사시기 한달 앞카카오 월에 단 이틀만,0
1356,바닥인줄 알았는데 지하실 있었네네이버 카카오 또 나란히 신저가,0
1357,특징주네이버카카오 나란히 또 주 신저가 기록,0
1358,성장주 바닥 어디네이버카카오 나란히 주 신저가,0
1359,네이버 이틀째 만원 선 무너져카카오 거래일 연속 신저가,1
1360,성장주 바닥 어디네이버카카오 나란히 주 신저가,0
1361,특징주네이버카카오 나란히 또 주 신저가 기록,0
1362,네이버 이틀째 만원 선 무너져카카오 거래일 연속 신저가,1
1363,삼성 노태문카카오 남궁훈 스타 기업인 줄줄이 국감 소환,0
1364,카카오 주가 급락에 억  향방 주목카카오 조기상환도 문제,0
1365,웹툰 월 이용자는 네이버 간편결제 충성 고객은 카카오 많아,0
1366,포털웹툰은 네이버 메신저금융은 카카오로 사용자 몰린다,0
1367,카카오가 찜그립 감이 좋다,1
1368,라온피플 카카오와 억 규모 스크린골프센서 공급계약,0
1369,공시 라온피플 카카오브이엑스와 억원 규모 아크센서 공급계약,1
1370,카카오 구원투수 남궁훈의 투병 고백,1
1371,내달 억 빚폭탄 터지나카카오 탈출 못한 개미들 덜덜,0
1372,공시 라온피플 카카오브이엑스와 억원 규모 아크센서 공급계약,1
1373,내달 억 빚폭탄 터지나카카오 탈출 못한 개미들 덜덜,0
1374,카카오 남궁훈 대표 주 전부터 투병 고백무슨 병,0
1375,카카오 남궁훈 대표 지병 고백주 전부터 당뇨신경병증 앓아,1
1376,개미 무덤 된 네이버카카오반등 카드는 광고 수익,0
1377,만원선 무너진 카카오내달 억 빚 폭탄 경고음,0
1378,카카오원아시아 주고받기 거래커머스 팔고 드라마 투자,0
1379,네이버 콘텐츠카카오 헬스케어스타트업 투자 늘렸다,0
1380,특징주 성장주 반등 쉽지 않아카카오 장중 ,0
1381,카카오엔터프라이즈 라이브 스트리밍 서비스 카카오  커넥트 라이브 ,0
1382,명 동접 가능 카카오엔터프라이즈 카카오  커넥트 라이브,0
1383,코스피 폭락에 삼전카카오주 신저가 종목 속출,0
1384,코스피 폭락에 삼전카카오주 신저가 종목 속출,0
1385,특징주 카카오 형제 줄줄이 주 신저가,0
1386,코스피 급락에카카오카뱅카겜 나란히 주 신저가 기록,0
1387,명 동접 가능 카카오엔터프라이즈 카카오  커넥트 라이브 ,0
1388,숏폼 교육부터 마케팅 지원네이버카카오 중소상공인 판매 지원 사,0
1389,골퍼 명 중 명이 쓴다무료 내세워 예약앱 장악한 카카오,0
1390,카카오 내비 월부터 울산 신호등 잔여 시간 알려준다,0
1391,카카오모빌리티 자발적 선행 베푼 택시기사 인 표창,0
1392,카카오모빌리티 심정지 승객 살린 택시기사 표창,0
1393,자이언트스텝 쇼크삼성전자네이버카카오 개미 무덤,0
1394, 금리인상 여파에 네이버카카오 동반 급락마감시황,1
1395,파트너스 카카오모빌리티 지분 인수 완전 손뗀다,0
1396, 금리인상 여파에 네이버카카오 동반 급락마감시황,1
1397,파트너스 카카오모빌리티 지분 인수 완전 손뗀다,0
1398,넵튠 메타버스 컬러버스 사업 가속카카오엔터 이어 카겜과도 ,1
1399,클라우드 실무 알려드려요카카오 클라우드 스쿨 기 모집,0
1400,카카오 클라우드 스쿨 기 모집명 선발,0
1401,한없이 밀리는 성장주네이버카카오 이틀 연속 신저가,1
1402,특징주 흔들리는 네이버카카오하루 만에 다시 주 신저가,1
1403,네이버카카오  금리 인상에 또 무너져이틀 연속 동반 신저가,1
1404,네이버카카오에 뿔난 보험대리점업계 일 광화문서 명 규모,1
1405, 불안감에 바닥 뚫는 네이버카카오나란히 주 신저가 경신,0
1406,대표 성장주 네이버카카오  경계감에 또 주 신저가,1
1407,네이버카카오  우려에 불똥나란히 신저가 경신,0
1408,특징주 네이버 장 초반 신저가 기록카카오도  넘게 하락,0
1409,인터넷 대장주의 추락네이버카카오 장중 주 신저가 기록,0
1410, 울트라스텝 단행하나네이버카카오 또 바닥 찍었다,0
1411,코스피  불안감에 하락 마감네이버카카오,0
1412, 울트라스텝 단행하나네이버카카오 또 바닥 찍었다,0
1413,코스피  불안감에 하락 마감네이버카카오,0
1414,카카오네이버페이 등 간편결제송금 상반기  이상 성장,1
1415,대표 성장주 네이버카카오  경계감에 또 주 신저가,1
1416,네이버카카오  우려에 불똥나란히 신저가 경신,0
1417,특징주 네이버 장 초반 신저가 기록카카오도  넘게 하락,0
1418,인터넷 대장주의 추락네이버카카오 장중 주 신저가 기록,0
1419,특징주성장주 네이버카카오의 굴욕출구 없는 추락,0
1420,카카오 카카오톡 선물하기 환불 규정 바꾼다,0
1421,단독 환불수수료 떼던 카카오국감  제도 손질,0
1422,중소상공인 온라인 판매 돕는 네이버카카오,1
1423,공정위 카카오 콜 몰아주기 결론 앞두고모빌리티 업계 촉각,1
1424,헬스팩토리카카오헬스케어 환자 중심 스마트병원 구축에 맞손,0
1425,카카오로 현대차 자율주행택시 호출한다,1
1426,카카오로 현대차 자율주행 택시 호출한다,1
1427,자율주행 택시 부른다 카카오모빌리티현대차 맞손,0
1428,중소상공인 온라인 판매 돕는 네이버카카오,1
1429,공정위 카카오 콜 몰아주기 결론 앞두고모빌리티 업계 촉각,1
1430,헬스팩토리카카오헬스케어 환자 중심 스마트병원 구축에 맞손,0
1431,카카오로 현대차 자율주행택시 호출한다,1
1432,카카오로 현대차 자율주행 택시 호출한다,1
1433,자율주행 택시 부른다 카카오모빌리티현대차 맞손,0
1434,  공포에네이버카카오 또 신저가,1
1435,미  앞두고나란히 주 신저가 경신한 네이버카카오,0
1436,특징주트루윈 카카오 자율주행 택시 상용화현대차와 자율주행 ,1
1437,카카오로 현대 자율주행차 호출 카카오모빌현대차 맞손,0
1438,올해 안에 카카오 에서 현대차 자율주행차량 부른다,1
1439,카카오모빌리티현대차 연내 카카오서 자율주행 차량 호출,1
1440,카카오모빌리티현대차 자율주행 실증 맞손연내 시범서비스,0
1441,사람처럼 이해하는  개발 방법론카카오엔터프라이즈,0
1442,삼성카카오도 빌려쓰는 비용 부담 확 낮출 것,0
1443,특징주 바닥 뚫는 인터넷 대장주네이버카카오 나란히 주 신저가,0
1444,긴축 앞두고 긴장하는 성장주네이버카카오 신저가 추락,1
1445,네이버카카오 동반 신저가 금리인상에 힘 못 쓰는  성장주,0
1446,특징주네이버카카오 추락 어디까지나란히 신저가 신세,0
1447,올해 안에 카카오 에서 현대차 자율주행차량 부른다,1
1448,카카오모빌리티현대차 연내 카카오서 자율주행 차량 호출,1
1449,카카오모빌리티현대차 자율주행 실증 맞손연내 시범서비스,0
1450,특징주 바닥 뚫는 인터넷 대장주네이버카카오 나란히 주 신저가,0
1451,긴축 앞두고 긴장하는 성장주네이버카카오 신저가 추락,1
1452,네이버카카오 동반 신저가 금리인상에 힘 못 쓰는  성장주,0
1453,미  앞두고나란히 주 신저가 경신한 네이버카카오,0
1454,특징주네이버카카오 추락 어디까지나란히 신저가 신세,0
1455,게임주 투자매력 더블유카카오컴투스엔씨 순,0
1456,자율주행 택시 부른다 카카오모빌리티현대차 맞손,0
1457,카카오엔터프라이즈창업진흥원 억원 규모 재도전 스타트업 지원,0
1458,증권사 어플도 삭제했다네이버카카오 주주의 절규 박의명의 불,1
1459,롱테일 광고주 끌어들일까카카오 오픈채팅 광고 실험,0
1460,네이버 장중 만원 붕괴되며 주 신저가카카오도 약세,0
1461,네이버 긴축 우려 속 주 신저가카카오도 약세,0
1462,카카오엔터프라이즈창업진흥원 억원 규모 재도전 스타트업 지원,0
1463,증권사 어플도 삭제했다네이버카카오 주주의 절규 박의명의 불,1
1464,롱테일 광고주 끌어들일까카카오 오픈채팅 광고 실험,0
1465,네이버 장중 만원 붕괴되며 주 신저가카카오도 약세,0
1466,네이버 긴축 우려 속 주 신저가카카오도 약세,0
1467,카카오엔터프라이즈 창업진흥원과 스타트업 지원억 규모,0
1468,특징주카카오네이버 일째 약세네이버 주 신저가,0
1469,카카오 만원 규모 자사주 처분,0
1470,금리인상에 휘청네이버카카오 올해 시총 조원 증발,1
1471,카카오 롱코비드 극복 돕는 숨운동 서비스 공개,1
1472,숨운동으로 롱코비드 극복하세요카카오,1
1473,코로나 만성피로 계속된다면 카카오 숨운동 서비스 접속해보세요,1
1474, 인재난에라이벌 카카오모빌리티맵 손잡았다,1
1475,숨운동으로 롱코비드 극복하세요카카오,1
1476,코로나 만성피로 계속된다면 카카오 숨운동 서비스 접속해보세요,1
1477, 인재난에라이벌 카카오모빌리티맵 손잡았다,1
1478,카카오엔터프라이즈 캐피탈에  챗봇 제공,1
1479,모처럼 웃었던 삼전하닉카카오 추락,0
1480,보험 비교 플랫폼 사업 참여카카오네이버 등 개 저요,1
1481,카카오엔터 해외법인손실채무과다프리에 부담,1
1482, 물가지수 충격에 네이버카카오 대 급락네이버 주 신저가,1
1483,국민주 네이버카카오 물가공포고환율에 충격 급락주 신저가,0
1484,네이버카카오  물가 충격 직격탄네이버 주 신저가,1
1485,특징주  충격 네이버카카오 동반 급락네이버 장중 ,1
1486,부랴부랴 파업독려 나선 금융노조카카오는  우리는 ,1
1487,특징주  인플레쇼크에 네이버카카오 대 하락,0
1488,핀테크 앱에서 등본 떼고 택배도 보낸다토스카카오뱅샐 꿀팁,0
1489,특징주  충격 네이버카카오 동반 급락네이버 장중 주,1
1490,부랴부랴 파업독려 나선 금융노조카카오는  우리는 ,1
1491,특징주  인플레쇼크에 네이버카카오 대 하락,0
1492,핀테크 앱에서 등본 떼고 택배도 보낸다토스카카오뱅샐 꿀팁,0
1493,수리남 수혜주는 콘텐트리중앙 카카오,1
1494,수리남 흥행 수혜주콘텐트리중앙 카카오,0
1495,카톡 채널 등 카카오 광고로 사업하는 법 배운다,0
1496,인플레 피크아웃 기대에  나스닥 상승네이버카카오도  ,0
1497,카카오모빌리티 영향력 커진 택시노조난감해진 투자자들 시그널,0
1498,삼성전자네이버카카오 조 올인한 개미처참한 수익률에 울상,0
1499,세대 잡아라네이버카카오 쇼트폼 경쟁,1
1500,세대 잡아라네이버카카오 쇼트폼 경쟁,1
1501,게임부터 금융까지 잇따라 홍역 치르는 카카오계열사,0
1502,수해복구 관련주 코리아에스이 올해 배 급등네이버카카오는  ,1
1503,일템 추석연휴 카카오웹툰 정주행 어때요카카오엔터,1
1504,일년새 반토막 카카오 국민주 믿음 부응할까,0
1505,시그널 카카오가 성남 인수한다고,0
1506,네이버와 카카오 중에 어디가 더 쌀까이란 주경야독,0
1507,추석선물 아직 준비 못했다면네이버카카오로 챙기세요,0
1508,추석때 막히는 도로문 연 약국 어디 네이버카카오 연휴 서비스,0
1509,제주 휠체어 내비 카카오맵서도 본다,1
1510,카카오제주도 교통약자 이동권 보장 위해 맞손,0
1511,몸 불편해도 제주관광 편안하게카카오가 나선다,0
1512,카카오제주도 교통약자 이동권 보장 업무협약,1
1513,교통 약자 이동권 보장  카카오제주도 맞손,0
1514,카카오제주도 교통약자 이동권 보장 위해 맞손,0
1515,몸 불편해도 제주관광 편안하게카카오가 나선다,0
1516,카카오제주도 교통약자 이동권 보장 업무협약,1
1517,교통 약자 이동권 보장  카카오제주도 맞손,0
1518,내수용 꼬리표 떼는 카카오 상반기 북미 매출 작년 배,1
1519,카카오 모빌리티 종사자 상생기금 억 조성,0
1520,택시대리기사와 상생 카카오 년간 억 기금 조성,0
1521,카카오 모빌리티 종사자 상생 기금 억원 조성,0
1522,카카오 금융복합그룹 지정 초읽기,0
1523,아이투맥스 세일즈포스와 카카오 상담톡 연동 솔루션 무료체험 확대,1
1524,카카오 모빌리티 종사자 상생기금 년간 억원 조성,0
1525,카카오 억 모빌리티 상생펀드 조성,0
1526,카카오 모빌리티 플랫폼 종사자 상생 기금 억 조성,0
1527,카카오 모빌리티 종사자 상생 기금 억원 조성,0
1528,카카오 모빌리티 종사자 상생 기금 억원 조성,0
1529,대기업 미등기임원 평균연령 세네이버카카오 최연소,1
1530,네이버카카오 추석 선물 대격돌온라인 민심 어디로,1
1531,하늘의 별 따기 된 택시도 카카오 없으면 못 탈 판,0
1532,카카오 가맹비가맹 택시 차별 알고리즘 없었다,0
1533,카카오 투명성위원회 택시배차 페널티몰아주기 없었다,0
1534,카카오 기사 차별 배차 없다 모빌리티투명성위원회,0
1535,카카오 억 모빌리티 상생펀드 조성,0
1536,카카오 모빌리티 플랫폼 종사자 상생 기금 억 조성,0
1537,카카오 모빌리티 종사자 상생 기금 억원 조성,0
1538,카카오 모빌리티 종사자 상생 기금 억원 조성,0
1539,택시대리기사와 상생 카카오 년간 억 기금 조성,0
1540,카카오 모빌리티 종사자 상생 기금 억원 조성,0
1541,네이버카카오 추석 선물 대격돌온라인 민심 어디로,1
1542,하늘의 별 따기 된 택시도 카카오 없으면 못 탈 판,0
1543,카카오 가맹비가맹 택시 차별 알고리즘 없었다,0
1544,카카오 투명성위원회 택시배차 페널티몰아주기 없었다,0
1545,카카오 기사 차별 배차 없다 모빌리티투명성위원회,0
1546,카카오엔터 웹툰웹소설 로 메타버스 정조준,0
1547,카카오엔터넵튠컬러버스 메타버스 동맹,1
1548,메타버스서 공연소설 즐긴다카카오엔터넵튠컬러버스 사업 ,1
1549,카카오엔터 넵튠컬러버스와 메타버스 협력 맞손,1
1550,카카오엔터프라이즈강북삼성병원 건강검진 가이드봇 개발 협력,0
1551,카카오  택시 배차 알고리즘 검증했더니가맹과 비가맹 차별 없어,0
1552,특징주예스 메쉬코리아 네이버카카오 이어 도 지분투자실,0
1553,카카오벤처스 임형철 블로코어 대표 웹 파트너로 영입,0
1554,마켓워치카카오벤처스 임형철 블로코어 대표  파트너로 ,0
1555,카카오엔터 웹툰웹소설 로 메타버스 정조준,0
1556,카카오엔터넵튠컬러버스 메타버스 동맹,1
1557,메타버스서 공연소설 즐긴다카카오엔터넵튠컬러버스 사업 ,1
1558,카카오엔터 넵튠컬러버스와 메타버스 협력 맞손,1
1559,카카오엔터프라이즈강북삼성병원 건강검진 가이드봇 개발 협력,0
1560,카카오 기사 차별 배차 없다 모빌리티투명성위원회,0
1561,카카오  택시 배차 알고리즘 검증했더니가맹과 비가맹 차별 없어,0
1562,특징주예스 메쉬코리아 네이버카카오 이어 도 지분투자실,0
1563,카카오벤처스 임형철 블로코어 대표 웹 파트너로 영입,0
1564,마켓워치카카오벤처스 임형철 블로코어 대표  파트너로 ,0
1565,네이버카카오 진출 눈 앞인데 적자 허덕이는 디지털 보험사,0
1566,카카오 카카오임팩트 펠로우십명 선정,1
1567,상생 힘주는 카카오 사회혁신가 명 선정인당 매달 만원 지,1
1568,다시 요동치는 모빌리티 시장카카오티맵쏘카 삼국지,1
1569,카카오모빌리티 전기차 발레 충전 서비스 시범 운영,0
1570,카카오 이용하면 발레파킹 맡길 때 전기차 충전도,0
1571,카카오모빌리티 전기차 발레 충전 서비스 시범 운영,0
1572,네이버카카오 진출 눈 앞인데 적자 허덕이는 디지털 보험사,0
1573,카카오 카카오임팩트 펠로우십명 선정,1
1574,상생 힘주는 카카오 사회혁신가 명 선정인당 매달 만원 지,1
1575,다시 요동치는 모빌리티 시장카카오티맵쏘카 삼국지,1
1576,카카오모빌리티 전기차 발레 충전 서비스 시범 운영,0
1577,카카오 이용하면 발레파킹 맡길 때 전기차 충전도,0
1578,카카오모빌리티 전기차 발레 충전 서비스 시범 운영,0
1579,카카오엔터 신규 북미 합병 법인 타파스엔터테인먼트 출범,0
1580,테크터뷰시 쓰고 그림 그리는 카카오  조물주 만나다,0
1581,카카오 벤티 운행대수 대 돌파,1
1582,택시 대란에 인기폭발카카오  벤티 대 넘었다,1
1583,카카오  벤티 대 돌파월 이용자수  늘어,1
1584,인천공항공사 카카오와 공동 브랜딩 업무협약,0
1585,기업가치 두 배 띄운 티맵 카카오 점유율 간극은 언제 좁히나 혼란,1
1586,카카오 광고 성장 전략 구체화수익원 확대 예상,0
1587,카카오 광고 매출 성장여력 남아있다하나,0
1588,카카오 광고 수익화 초기 단계내년 성장 예상하나,0
1589,카카오 광고 상품 과금 구조 다변화안정적 광고 매출 가능하나,0
1590,클릭 종목카카오 광고 성장전략 구체화수요공급 모두 커질 ,0
1591,인천공항공사 카카오와 공동 브랜딩 업무협약,0
1592,택시 대란에 인기폭발카카오  벤티 대 넘었다,1
1593,카카오  벤티 대 돌파월 이용자수  늘어,1
1594,기업가치 두 배 띄운 티맵 카카오 점유율 간극은 언제 좁히나 혼란,1
1595,카카오 광고 성장 전략 구체화수익원 확대 예상,0
1596,카카오 광고 매출 성장여력 남아있다하나,0
1597,카카오 광고 수익화 초기 단계내년 성장 예상하나,0
1598,카카오 광고 상품 과금 구조 다변화안정적 광고 매출 가능하나,0
1599,클릭 종목카카오 광고 성장전략 구체화수요공급 모두 커질 ,0
1600,인건비 절감 급한 카카오신입공채 두자릿수로 축소,1
1601,카카오 소상공인 마케팅 지원금 한달새 억,0
1602,카카오 소상공인 통큰 지원 억 돌파,0
1603,카카오 소상공인 지원한달만에 지급액 억 넘어,1
1604,카카오 한 달만에 만 소상공인 마케팅비 억 쐈다,0
1605,카카오 신입 개발자 블라인드 채용두 자릿수 규모,0
1606,카카오 신입 개발자 공채블라인드 방식,0
1607,카카오 두 자릿수 규모 신입 개발자 블라인드 채용 진행,0
1608,카카오  신입 개발자 블라인드 채용 진행한다,0
1609,카카오 신입개발자 블라인드 채용 진행두 자릿수 선발 예정,0
1610,동남아 패션 플랫폼 노태그 삼성카카오 출신 서진영  영입,0
1611,카카오 차별모욕 표현 잡는 코딩 지침서 만든다,0
1612,카카오 증오발언 대응 위한 코딩북 제작,0
1613,카카오 내년 상반기 증오 발언 대응 위한 코딩북 공개,0
1614,카카오 증오발언에 대응한다코딩북 제작,0
1615,단독 네이버카카오 거기 서 카드도 보험비교플랫폼 검토,0
1616,네이버카카오도 보험상품 추천한다보험사들 빅테크에 종속될 것,1
1617,카카오 소상공인 마케팅 지원금 한달새 억,0
1618,카카오 소상공인 통큰 지원 억 돌파,0
1619,카카오 소상공인 지원한달만에 지급액 억 넘어,1
1620,카카오 한 달만에 만 소상공인 마케팅비 억 쐈다,0
1621,카카오 신입 개발자 블라인드 채용두 자릿수 규모,0
1622,카카오 신입 개발자 공채블라인드 방식,0
1623,카카오 두 자릿수 규모 신입 개발자 블라인드 채용 진행,0
1624,카카오  신입 개발자 블라인드 채용 진행한다,0
1625,카카오 신입개발자 블라인드 채용 진행두 자릿수 선발 예정,0
1626,동남아 패션 플랫폼 노태그 삼성카카오 출신 서진영  영입,0
1627,카카오 차별모욕 표현 잡는 코딩 지침서 만든다,0
1628,카카오 증오발언 대응 위한 코딩북 제작,0
1629,카카오 내년 상반기 증오 발언 대응 위한 코딩북 공개,0
1630,카카오 증오발언에 대응한다코딩북 제작,0
1631,단독 네이버카카오 거기 서 카드도 보험비교플랫폼 검토,0
1632,네이버카카오도 보험상품 추천한다보험사들 빅테크에 종속될 것,1
1633,유럽에서도 카카오로 차량 호출한다,0
1634,카카오모빌리티 유럽 개국서 모빌리티 로밍 서비스,0
1635,카카오모빌리티 혼란했던 매각 무산 이후 다음 스텝은 혼란의 모빌리,1
1636,일템 매각 백지화 카카오모빌리티 해외 진출 속도낸다,0
1637,증권 네이버카카오 대외환경 어렵지만 성장 지속할 것,1
1638,내리막길 끝났나 네이버카카오 분기 반등 가능성이유는,0
1639,손보 업계 최초 카카오내비와 안전운전 할인 특약 출시,0
1640,손보 카카오내비와 안전운전 할인 특약 출시,0
1641,손보 카카오내비와 안전운전 특약 출시,1
1642,손보 맵 이어 카카오내비서도 안전운전 할인 특약 출시,0
1643,손보 카카오내비와 안전운전 할인 특약 선보여,0
1644,손보 업계 최초 카카오내비 통해 안전운전 할인 특약 선봬,1
1645,규모 더 커졌다 카카오 브런치북 출판 프로젝트,0
1646,카카오 제회 브런치북 출판 프로젝트 진행역대 최대 규모,0
1647,내 글이 종이책으로카카오 제회 브런치북 출판 프로젝트,0
1648,카카오 차별모욕 표현 잡는 코딩 지침서 만든다,0
1649,카카오 증오발언 대응 위한 코딩북 제작,0
1650,카카오 내년 상반기 증오 발언 대응 위한 코딩북 공개,0
1651,카카오 증오발언에 대응한다코딩북 제작,0
1652,단독 네이버카카오 거기 서 카드도 보험비교플랫폼 검토,0
1653,네이버카카오도 보험상품 추천한다보험사들 빅테크에 종속될 것,1
1654,유럽에서도 카카오로 차량 호출한다,0
1655,카카오모빌리티 유럽 개국서 모빌리티 로밍 서비스,0
1656,카카오모빌리티 혼란했던 매각 무산 이후 다음 스텝은 혼란의 모빌리,1
1657,일템 매각 백지화 카카오모빌리티 해외 진출 속도낸다,0
1658,증권 네이버카카오 대외환경 어렵지만 성장 지속할 것,1
1659,내리막길 끝났나 네이버카카오 분기 반등 가능성이유는,0
